DATAFLOW,LAST UPDATE,freq,na_item,ppp_cat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,SK,2018,70,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,SK,2019,71,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,SK,2020,74,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,SK,2021,73,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,SK,2022,71,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,SK,2023,73,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,TR,2012,59,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,TR,2013,62,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,TR,2014,65,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,TR,2015,68,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,TR,2016,66,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,TR,2017,66,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,TR,2018,63,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,TR,2019,59,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,TR,2020,61,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,TR,2021,61,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,TR,2022,67,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,UK,2012,110,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,UK,2013,111,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,UK,2014,111,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,UK,2015,111,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,UK,2016,109,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,UK,2017,108,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,UK,2018,105,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,UK,2019,104,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,UK,2020,102,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,UK,2021,102,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,UK,2022,99,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,US,2012,148,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,US,2013,147,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,US,2014,148,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,US,2015,148,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,US,2016,142,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,US,2017,140,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,US,2018,140,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,US,2019,134,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,US,2020,135,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,US,2021,135,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,US,2022,134,
